index,book_name,author,author_rating,book_average_rating,book_ratings_count,genre,gross_sales,publisher_revenue,sale_price,sales_rank,publisher,units_sold
297,Persepolis,"Marjane Satrapi, Mattias Ripa",Excellent,4.23,117103,fiction,1487.02,892.212,4.99,321,Random House LLC,298
298,A Room with a View,E.M. Forster,Intermediate,3.91,109994,fiction,891.02,0.0,2.99,321,"Amazon Digital Services,  Inc.",298
299,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,Intermediate,3.86,136736,fiction,1181.04,0.0,3.99,322,"Amazon Digital Services,  Inc.",296
300,Lock and Key,Sarah Dessen,Excellent,4.01,120475,nonfiction,885.04,531.024,2.99,322,"Amazon Digital Services,  Inc.",296
301,Naked in Death,J.D. Robb,Excellent,4.13,78028,fiction,1772.95,1063.77,6.01,323,HarperCollins Publishers,295
302,The Chamber,John Grisham,Intermediate,3.76,102715,fiction,292.05,0.0,0.99,323,"Amazon Digital Services,  Inc.",295
303,Midnight Sun (Partial Draft),Stephenie Meyer,Excellent,4.03,138118,fiction,290.07,0.0,0.99,324,"Amazon Digital Services,  Inc.",293
304,NARUTO -ãƒŠãƒ«ãƒˆ- å·»ãƒŽä¸€ ,"Masashi Kishimoto, Katy Bridges",Excellent,4.35,104633,nonfiction,288.09,172.854,0.99,325,HarperCollins Christian Publishing,291
305,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,Intermediate,3.89,94012,fiction,3694.6,2216.76,12.74,326,Hachette Book Group,290
306,Every Day,David Levithan,Intermediate,3.99,121863,fiction,1149.12,689.472,3.99,327,"Amazon Digital Services,  Inc.",288
307,Xenocide,Orson Scott Card,Intermediate,3.77,104467,fiction,1707.15,1024.29,5.99,329,Simon and Schuster Digital Sales Inc,285
308,The Merchant of Venice,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",Intermediate,3.78,115621,fiction,427.5,0.0,1.5,329,"Amazon Digital Services,  Inc.",285
309,ShÅgun,James Clavell,Excellent,4.37,104339,fiction,2071.56,1242.936,7.32,330,Hachette Book Group,283
310,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,Famous,4.45,134249,fiction,1412.17,847.302,4.99,330,Simon and Schuster Digital Sales Inc,283
311,A Court of Thorns and Roses,Sarah J. Maas,Excellent,4.29,167848,nonfiction,3650.19,2190.114,12.99,331,"Amazon Digital Services,  Inc.",281
313,Chicka Chicka Boom Boom,"Bill Martin Jr., John Archambault, Lois Ehlert",Excellent,4.21,105192,fiction,1097.25,658.35,3.99,335,Simon and Schuster Digital Sales Inc,275
314,Smile,Raina Telgemeier,Excellent,4.19,98628,fiction,2618.07,1570.842,9.59,336,HarperCollins Publishers,273
315, Animal Farm & 1984,"George Orwell, Christopher Hitchens",Excellent,4.26,116197,fiction,267.3,0.0,0.99,338,"Amazon Digital Services,  Inc.",270
316,The Deep End of the Ocean,Jacquelyn Mitchard,Intermediate,3.84,102733,fiction,267.3,0.0,0.99,338,"Amazon Digital Services,  Inc.",270
317,The Bonesetter's Daughter,Amy Tan,Intermediate,3.98,99926,nonfiction,263.34,0.0,0.99,340,"Amazon Digital Services,  Inc.",266
318,"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,Intermediate,3.74,112733,fiction,997.5,0.0,3.75,340,"Amazon Digital Services,  Inc.",266
319,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,Intermediate,3.75,110552,fiction,1719.85,1031.91,6.49,341,Hachette Book Group,265
320,Flowers in the Attic,V.C. Andrews,Intermediate,3.79,109063,children,1877.82,1126.692,7.14,342,"Amazon Digital Services,  Inc.",263
321,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese",Excellent,4.32,116771,fiction,1041.39,0.0,3.99,343,"Amazon Digital Services,  Inc.",261
322,Maniac Magee,Jerry Spinelli,Intermediate,3.86,99831,fiction,777.4,0.0,2.99,344,"Amazon Digital Services,  Inc.",260
323,Invisible Monsters,Chuck Palahniuk,Intermediate,4.0,54937,fiction,771.42,462.852,2.99,345,Simon and Schuster Digital Sales Inc,258
324,"Twelfth Night; or, What You Will",William Shakespeare,Intermediate,3.97,119607,fiction,1527.45,916.47,5.99,347,Penguin Group (USA) LLC,255
325,Gathering Blue,Lois Lowry,Intermediate,3.8,114917,fiction,997.5,0.0,3.99,350,"Amazon Digital Services,  Inc.",250
326,The Westing Game,Ellen Raskin,Excellent,4.03,117108,fiction,997.5,598.5,3.99,350,"Amazon Digital Services,  Inc.",250
327,Red Rising,Pierce Brown,Excellent,4.26,104939,fiction,246.51,147.906,0.99,351,"Amazon Digital Services,  Inc.",249
328,The Way of Shadows,Brent Weeks,Excellent,4.15,109236,fiction,744.51,446.706,2.99,351,Random House LLC,249
329,The Bean Trees,Barbara Kingsolver,Intermediate,3.94,105032,children,1635.93,981.558,6.57,352,"Amazon Digital Services,  Inc.",249
330,Walking Disaster,Jamie McGuire,Excellent,4.23,134022,fiction,3221.52,0.0,12.99,353,"Amazon Digital Services,  Inc.",248
331,Words of Radiance,Brandon Sanderson,Famous,4.77,73572,fiction,741.52,444.912,2.99,354,HarperCollins Publishers,248
332,Guess How Much I Love You,"Sam McBratney, Anita Jeram",Excellent,4.36,104690,fiction,738.53,0.0,2.99,355,"Amazon Digital Services,  Inc.",247
333,The Fiery Cross,Diana Gabaldon,Excellent,4.26,103552,fiction,1141.14,684.684,4.62,356,Penguin Group (USA) LLC,247
334,Night Shift,"Stephen King, John D. MacDonald",Intermediate,3.96,104248,fiction,244.53,146.718,0.99,356,"Amazon Digital Services,  Inc.",247
335,Jaws,Peter Benchley,Intermediate,3.96,102574,fiction,1227.54,736.524,4.99,357,Simon and Schuster Digital Sales Inc,246
336,The History of Love,Nicole Krauss,Intermediate,3.91,98379,fiction,977.55,0.0,3.99,359,"Amazon Digital Services,  Inc.",245
337,Pippi LÃ¥ngstrump,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",Excellent,4.11,123065,fiction,977.55,586.53,3.99,360,"Amazon Digital Services,  Inc.",245
338,L'Ã©lÃ©gance du hÃ©risson,"Muriel Barbery, Alison Anderson",Intermediate,3.73,101669,fiction,1698.57,1019.142,6.99,363,Hachette Book Group,243
339,Team of Rivals: The Political Genius of Abraham Lincoln,"Doris Kearns Goodwin, Suzanne Toren",Excellent,4.3,102923,fiction,726.57,435.942,2.99,364,"Amazon Digital Services,  Inc.",243
340,Dead in the Family,Charlaine Harris,Intermediate,3.88,127379,fiction,1494.45,896.67,6.15,364,"Amazon Digital Services,  Inc.",243
341,La peste,"Albert Camus, Stuart Gilbert",Intermediate,3.97,95803,fiction,965.58,0.0,3.99,366,"Amazon Digital Services,  Inc.",242
342,The Reptile Room,"Lemony Snicket, Brett Helquist",Intermediate,3.95,130213,fiction,1202.59,721.554,4.99,367,Simon and Schuster Digital Sales Inc,241
343,Brain on Fire,Susannah Cahalan,Intermediate,4.0,92849,fiction,2566.65,1539.99,10.65,368,Hachette Book Group,241
344,Wicked Lovely ,Melissa Marr,Intermediate,3.69,131034,fiction,1197.6,718.56,4.99,370,Simon and Schuster Digital Sales Inc,240
345,Curious George,H.A. Rey,Excellent,4.13,105473,fiction,236.61,141.966,0.99,371,"Amazon Digital Services,  Inc.",239
346,Die unendliche Geschichte,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",Excellent,4.17,109110,fiction,953.61,0.0,3.99,372,"Amazon Digital Services,  Inc.",239
347,A Beautiful Mind,Sylvia Nasar,Excellent,4.12,98276,fiction,1544.62,926.772,6.49,373,Random House LLC,238
348,The Jungle,"Upton Sinclair, Earl Lee, Kathleen DeGrave",Intermediate,3.72,97468,fiction,1419.63,851.778,5.99,375,Random House LLC,237
349,The Summoning,Kelley Armstrong,Excellent,4.03,132285,fiction,471.63,0.0,1.99,376,"Amazon Digital Services,  Inc.",237
350,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,Excellent,4.04,102419,nonfiction,1182.63,709.578,4.99,376,Random House LLC,237
351,Storm Island,Ken Follett,Excellent,4.16,93475,fiction,708.63,0.0,2.99,376,"Amazon Digital Services,  Inc.",237
352,The Blind Assassin,Margaret Atwood,Intermediate,3.95,98464,nonfiction,1885.64,1131.384,7.99,378,HarperCollins Christian Publishing,236
353,Hollow City,Ransom Riggs,Excellent,4.07,73149,fiction,1642.65,985.59,6.99,380,Penguin Group (USA) LLC,235
354,House of Sand and Fog,Andre Dubus III,Intermediate,3.83,55381,fiction,933.66,560.196,3.99,381,"Amazon Digital Services,  Inc.",234
355,The Girl with All the Gifts,M.R. Carey,Intermediate,3.93,99729,fiction,463.67,278.202,1.99,383,Simon and Schuster Digital Sales Inc,233
356,As I Lay Dying,William Faulkner,Intermediate,3.72,103547,nonfiction,461.68,277.008,1.99,385,HarperCollins Publishers,6264
357,Harold and the Purple Crayon,Crockett Johnson,Excellent,4.24,107221,fiction,925.68,0.0,3.99,385,"Amazon Digital Services,  Inc.",6264
358,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,Excellent,4.35,137558,nonfiction,2460.15,1476.09,10.65,387,Random House LLC,6237
360,Fool Moon ,Jim Butcher,Excellent,4.04,111371,fiction,687.7,412.62,2.99,389,Macmillan,6210
361,David and Goliath,Malcolm Gladwell,Intermediate,3.9,90083,nonfiction,2509.3,1505.58,10.91,389,Random House LLC,6210
362,é‹¼ã®éŒ¬é‡‘è¡“å¸« 1,"Hiromu Arakawa, Akira Watanabe",Famous,4.49,93990,fiction,226.71,0.0,0.99,391,"Amazon Digital Services,  Inc.",6183
363,Guards! Guards!,Terry Pratchett,Excellent,4.32,108652,fiction,1142.71,0.0,4.99,392,"Amazon Digital Services,  Inc.",6183
364,The Year of Magical Thinking,Joan Didion,Intermediate,3.86,94590,fiction,909.72,0.0,3.99,393,"Amazon Digital Services,  Inc.",6156
365,We Need to Talk About Kevin,Lionel Shriver,Excellent,4.07,101343,fiction,5902.92,3541.752,25.89,393,HarperCollins Publishers,6156
366,Rendezvous with Rama,Arthur C. Clarke,Excellent,4.06,93151,fiction,1468.69,881.214,6.47,395,"Amazon Digital Services,  Inc.",6129
367,The Queen of the Damned,Anne Rice,Intermediate,3.86,110693,fiction,223.74,134.244,0.99,397,"Amazon Digital Services,  Inc.",6102
368,The Age of Innocence,"Edith Wharton, Maureen Howard",Intermediate,3.93,102646,fiction,1188.76,713.256,5.26,398,"Amazon Digital Services,  Inc.",6102
369,The Selfish Gene,Richard Dawkins,Excellent,4.11,96564,fiction,897.75,538.65,3.99,400,"Amazon Digital Services,  Inc.",6075
370,Year of Wonders: A Novel of the Plague,Geraldine Brooks,Intermediate,4.0,104283,fiction,221.76,0.0,0.99,401,"Amazon Digital Services,  Inc.",6048
371,The Black Echo,Michael Connelly,Excellent,4.08,98591,nonfiction,1274.56,764.736,5.69,401,"Amazon Digital Services,  Inc.",6048
372,Anthem,Ayn Rand,Intermediate,3.62,95620,fiction,1112.77,0.0,4.99,403,"Amazon Digital Services,  Inc.",6021
373,Gabriel's Inferno,Sylvain Reynard,Excellent,4.02,119633,fiction,1781.77,1069.062,7.99,404,Penguin Group (USA) LLC,6021
374,Cloudy with a Chance of Meatballs,"Judi Barrett, Ron Barrett",Excellent,4.15,104677,fiction,1662.78,997.668,7.49,406,Penguin Group (USA) LLC,5994
375,Major Pettigrew's Last Stand,Helen Simonson,Intermediate,3.87,97745,fiction,660.79,396.474,2.99,408,Simon and Schuster Digital Sales Inc,5967
376,Vision in White,Nora Roberts,Excellent,4.1,103933,fiction,437.8,262.68,1.99,409,Random House LLC,5940
377,The Tenth Circle,Jodi Picoult,Novice,3.48,99170,fiction,3955.6,2373.36,17.98,409,"Amazon Digital Services,  Inc.",5940
378,The Throne of Fire,Rick Riordan,Excellent,4.2,116360,nonfiction,2067.36,1240.416,9.44,411,"Amazon Digital Services,  Inc.",5913
379,Old Man's War,John Scalzi,Excellent,4.23,97653,fiction,1311.81,787.086,5.99,412,Macmillan,5913
380,Gerald's Game,Stephen King,Famous,3.47,100158,fiction,433.82,260.292,1.99,413,"Amazon Digital Services,  Inc.",5886
381,Two for the Dough,Janet Evanovich,Excellent,4.11,116171,nonfiction,2177.82,1306.692,9.99,414,"Amazon Digital Services,  Inc.",5886
383,The Forever War,Joe Haldeman,Excellent,4.15,87636,fiction,214.83,128.898,0.99,416,"Amazon Digital Services,  Inc.",5859
384,Insomnia,"Stephen King, Bettina Blanch Tyroller",Intermediate,3.79,100972,fiction,2311.05,1386.63,10.65,416,Random House LLC,5859
385,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,Intermediate,3.57,94696,fiction,1072.85,0.0,4.99,419,"Amazon Digital Services,  Inc.",5805
386,The Blade Itself,Joe Abercrombie,Excellent,4.14,97501,fiction,1717.85,1030.71,7.99,419,Random House LLC,5805
387,The Arctic Incident,Eoin Colfer,Intermediate,3.94,108031,nonfiction,642.85,385.71,2.99,420,"Amazon Digital Services,  Inc.",5805
388,The Shipping News,Annie Proulx,Intermediate,3.83,103151,fiction,1281.86,0.0,5.99,421,"Amazon Digital Services,  Inc.",5778
389,äººç”ŸãŒã¨ãã‚ãç‰‡ã¥ã‘ã®é­”æ³•,"Marie KondÅ, Cathy Hirano",Intermediate,3.77,105063,fiction,849.87,509.922,3.99,423,"Amazon Digital Services,  Inc.",5751
390,All the Bright Places,"Jennifer Niven, ÙØ±Ø§Ù†Ú© Ù…Ø¹Ù†ÙˆÛŒ",Excellent,4.19,132087,fiction,423.87,254.322,1.99,423,HarperCollins Publishers,5751
391,DÃ©jÃ  Dead,Kathy Reichs,Intermediate,3.86,100369,fiction,1062.87,637.722,4.99,424,Hachette Book Group,5751
392,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Michael Scott,Intermediate,3.84,58396,fiction,1693.88,1016.328,7.99,425,Penguin Group (USA) LLC,5724
393,The Marriage Plot,Jeffrey Eugenides,Novice,3.42,90551,fiction,1080.32,648.192,5.12,427,Random House LLC,5697
394,Hija de la fortuna,"Isabel Allende, Margaret Sayers Peden",Intermediate,3.89,89770,fiction,630.89,0.0,2.99,428,"Amazon Digital Services,  Inc.",5697
395,Luckiest Girl Alive,Jessica Knoll,Novice,3.48,82504,fiction,2007.6,1204.56,9.56,430,Simon and Schuster Digital Sales Inc,5670
396,"Crank (Crank, #1)",Ellen Hopkins,Excellent,4.16,104168,fiction,833.91,0.0,3.99,431,"Amazon Digital Services,  Inc.",5643
397,The Raven Boys,Maggie Stiefvater,Excellent,4.05,121727,nonfiction,206.91,124.146,0.99,432,"Amazon Digital Services,  Inc.",5643
398,I Am Legend and Other Stories,Richard Matheson,Intermediate,3.99,98795,fiction,621.92,0.0,2.99,433,"Amazon Digital Services,  Inc.",5616
399,Olive Kitteridge,Elizabeth Strout,Intermediate,3.78,85019,fiction,205.92,0.0,0.99,433,"Amazon Digital Services,  Inc.",5616
400,Not that Kind of Girl,"Lena Dunham, Joana Avillez",Novice,3.33,88251,nonfiction,1245.92,747.552,5.99,434,Random House LLC,5616
401,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,Excellent,4.04,85277,fiction,1032.93,0.0,4.99,436,"Amazon Digital Services,  Inc.",5589
402,Fire,Kristin Cashore,Excellent,4.12,98180,fiction,2457.95,1474.77,11.99,439,Penguin Group (USA) LLC,5535
403,En attendant Godot,Samuel Beckett,Intermediate,3.81,98950,fiction,1621.97,973.182,7.99,444,Penguin Group (USA) LLC,5481
404,White Fang,Jack London,Intermediate,3.94,100223,fiction,1703.17,1021.902,8.39,444,Random House LLC,5481
405,Wolves of the Calla,"Stephen King, Bernie Wrightson",Excellent,4.17,98182,fiction,603.98,0.0,2.99,445,"Amazon Digital Services,  Inc.",5454
406,His Dark Materials,Philip Pullman,Excellent,4.25,88227,fiction,603.98,0.0,2.99,445,"Amazon Digital Services,  Inc.",5454
407,The Edge of Never,J.A. Redmerski,Excellent,4.26,117508,fiction,600.99,360.594,2.99,447,Simon and Schuster Digital Sales Inc,5427
408,Reconstructing Amelia,Kimberly McCreight,Intermediate,3.82,86965,nonfiction,198.99,119.394,0.99,447,"Amazon Digital Services,  Inc.",5427
409,The One Plus One,Jojo Moyes,Intermediate,3.94,87412,fiction,399.99,239.994,1.99,448,Hachette Book Group,5427
410,The Hours,Michael Cunningham,Intermediate,3.91,97462,fiction,500.0,300.0,2.5,449,HarperCollins Publishers,5400
411,Wallbanger,Alice Clayton,Excellent,4.1,134805,nonfiction,1898.0,0.0,9.49,450,"Amazon Digital Services,  Inc.",5400
412,Holidays on Ice,David Sedaris,Intermediate,3.95,82591,fiction,595.01,0.0,2.99,452,"Amazon Digital Services,  Inc.",5373
413,Desperation,Stephen King,Intermediate,3.8,94821,fiction,196.02,117.612,0.99,453,"Amazon Digital Services,  Inc.",5346
414,Passion,Lauren Kate,Intermediate,3.89,119735,fiction,790.02,0.0,3.99,454,"Amazon Digital Services,  Inc.",5346
415,The Kill Order,James Dashner,Intermediate,3.69,96568,fiction,1059.86,635.916,5.38,455,Random House LLC,5319
416,Angelfall,Susan Ee,Excellent,4.19,73886,fiction,194.04,0.0,0.99,457,"Amazon Digital Services,  Inc.",5292
417,Empire Falls,Richard Russo,Intermediate,3.91,90811,fiction,586.04,0.0,2.99,458,"Amazon Digital Services,  Inc.",5292
418,The Fires of Heaven,Robert Jordan,Excellent,4.13,93227,children,1480.05,888.03,7.59,459,Random House LLC,5265
419,I'll Give You the Sun,Jandy Nelson,Excellent,4.14,140937,fiction,583.05,349.83,2.99,460,Simon and Schuster Digital Sales Inc,5265
420,Survivor,Chuck Palahniuk,Intermediate,3.93,49551,fiction,192.06,115.236,0.99,462,HarperCollins Publishers,5238
421,Shopaholic and Baby,Sophie Kinsella,Intermediate,3.77,98130,fiction,191.07,0.0,0.99,463,"Amazon Digital Services,  Inc.",5211
422,The Dark Tower,Stephen King,Excellent,4.27,93296,fiction,770.07,0.0,3.99,463,"Amazon Digital Services,  Inc.",5211
423,Twilight Director's Notebook,Catherine Hardwicke,Excellent,4.2,88847,fiction,1726.08,1035.648,8.99,465,HarperCollins Publishers,5184
424,Shopaholic Abroad,Sophie Kinsella,Intermediate,3.75,93498,fiction,1468.79,881.274,7.69,468,Penguin Group (USA) LLC,5157
425,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",Richard Feynman,Excellent,4.29,91625,fiction,948.1,0.0,4.99,470,"Amazon Digital Services,  Inc.",5130
426,Linger,Maggie Stiefvater,Intermediate,3.91,125363,fiction,376.11,0.0,1.99,471,"Amazon Digital Services,  Inc.",5103
428,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",Intermediate,3.6,92569,fiction,565.11,339.066,2.99,472,Random House LLC,5103
429,The Gathering Storm,"Robert Jordan, Brandon Sanderson",Excellent,4.34,94095,fiction,750.12,0.0,3.99,473,"Amazon Digital Services,  Inc.",5076
430,Middlemarch,"George Eliot, Michel Faber",Intermediate,3.93,95995,nonfiction,186.12,0.0,0.99,474,"Amazon Digital Services,  Inc.",5076
431,Point of Retreat,Colleen Hoover,Excellent,4.3,109344,fiction,185.13,0.0,0.99,475,"Amazon Digital Services,  Inc.",5049
433,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,Famous,4.59,90907,fiction,184.14,110.484,0.99,477,"Amazon Digital Services,  Inc.",5022
434,Thoughtless,S.C. Stephens,Excellent,4.12,90483,fiction,1114.14,668.484,5.99,478,Penguin Group (USA) LLC,5022
436,The Dark Half,Stephen King,Intermediate,3.74,94624,fiction,550.16,330.096,2.99,482,Macmillan,4968
437,Cleopatra: A Life,Stacy Schiff,Intermediate,3.62,73994,fiction,181.17,0.0,0.99,483,"Amazon Digital Services,  Inc.",4941
438,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,Intermediate,3.66,78271,fiction,544.18,326.508,2.99,485,Hachette Book Group,4914
439,Steelheart,Brandon Sanderson,Excellent,4.16,76261,fiction,1243.06,745.836,6.83,486,Penguin Group (USA) LLC,4914
441,Voyage au centre de la Terre,Jules Verne,Intermediate,3.84,89410,nonfiction,1726.2,1035.72,9.59,489,Macmillan,4860
442,The Happiness Project,Gretchen Rubin,Intermediate,3.57,94456,fiction,177.21,106.326,0.99,491,"Amazon Digital Services,  Inc.",4833
443,The Man in the High Castle,Philip K. Dick,Intermediate,3.66,84180,fiction,2280.46,1368.276,12.74,492,Hachette Book Group,4833
444,Helter Skelter: The True Story of The Manson Murders,"Vincent Bugliosi, Curt Gentry",Intermediate,4.0,92158,fiction,176.22,0.0,0.99,493,"Amazon Digital Services,  Inc.",4806
447,Shadow of Night,Deborah Harkness,Excellent,4.04,97925,fiction,1242.44,745.464,6.98,494,"Amazon Digital Services,  Inc.",4806
448,Leaving Time,Jodi Picoult,Intermediate,3.94,76553,fiction,175.23,105.138,0.99,495,"Amazon Digital Services,  Inc.",4779
449,Moon Called,Patricia Briggs,Excellent,4.18,129150,fiction,350.24,0.0,1.99,497,"Amazon Digital Services,  Inc.",4752
450,Blue Bloods,Melissa de la Cruz,Intermediate,3.68,116687,fiction,702.24,421.344,3.99,497,"Amazon Digital Services,  Inc.",4752
451,The Alienist,Caleb Carr,Excellent,4.05,96981,fiction,1230.24,738.144,6.99,498,HarperCollins Publishers,4752
452,Between the World and Me,Ta-Nehisi Coates,Famous,4.4,74218,fiction,523.25,0.0,2.99,499,"Amazon Digital Services,  Inc.",4725
453,Paradise Lost,"John Milton, John      Leonard",Intermediate,3.8,96316,fiction,868.26,0.0,4.99,502,"Amazon Digital Services,  Inc.",4698
454,The Big Short: Inside the Doomsday Machine,Michael   Lewis,Excellent,4.26,37090,fiction,1216.26,729.756,6.99,502,Simon and Schuster Digital Sales Inc,4698
456, A Monster Calls ,"Patrick Ness, Jim Kay, Siobhan Dowd",Excellent,4.36,104579,fiction,1842.45,1105.47,10.65,505,Random House LLC,4671
457,Towers of Midnight,"Robert Jordan, Brandon Sanderson",Famous,4.42,91383,fiction,344.27,206.562,1.99,505,"Amazon Digital Services,  Inc.",4671
458,The Day of the Jackal,Frederick Forsyth,Excellent,4.25,85883,fiction,171.27,0.0,0.99,508,"Amazon Digital Services,  Inc.",4671
459,Rework,"Jason Fried, David Heinemeier Hansson",Intermediate,3.93,88626,fiction,517.27,310.362,2.99,509,Simon and Schuster Digital Sales Inc,4671
460,Attachments,Rainbow Rowell,Intermediate,3.95,105414,fiction,170.28,102.168,0.99,511,"Amazon Digital Services,  Inc.",4644
462,Tell the Wolves I'm Home,Carol Rifka Brunt,Excellent,4.04,85582,fiction,340.29,0.0,1.99,514,"Amazon Digital Services,  Inc.",4617
463,All Creatures Great And Small,James Herriot,Excellent,4.31,64779,fiction,1024.29,0.0,5.99,514,"Amazon Digital Services,  Inc.",4617
464,The Unbecoming of Mara Dyer,Michelle Hodkin,Excellent,4.09,83847,fiction,1879.29,1127.574,10.99,516,Macmillan,4617
465,Three to Get Deadly,Janet Evanovich,Excellent,4.14,113400,fiction,1109.79,665.874,6.49,517,Hachette Book Group,4617
466,The Scarlet Pimpernel,Emmuska Orczy,Excellent,4.06,93217,fiction,648.09,388.854,3.79,517,Hachette Book Group,4617
467,The Monster at the End of This Book,"Jon Stone, Michael J. Smollin",Famous,4.45,102184,fiction,340.29,0.0,1.99,518,"Amazon Digital Services,  Inc.",4617
468,Tales of a Fourth Grade Nothing,Judy Blume,Excellent,4.09,106435,fiction,508.3,304.98,2.99,519,Penguin Group (USA) LLC,4590
469,Shadow and Bone,Leigh Bardugo,Excellent,4.05,135225,fiction,678.3,0.0,3.99,519,"Amazon Digital Services,  Inc.",4590
470,Het diner,"Herman Koch, Sam Garrett",Novice,3.22,74979,fiction,848.3,0.0,4.99,520,"Amazon Digital Services,  Inc.",4590
471,Champion,Marie Lu,Excellent,4.37,114623,nonfiction,1688.31,1012.986,9.99,523,Simon and Schuster Digital Sales Inc,4563
472,Contact,Carl Sagan,Excellent,4.11,90917,fiction,1350.31,810.186,7.99,524,Random House LLC,4563
473,Lola and the Boy Next Door,Stephanie Perkins,Intermediate,4.0,108370,fiction,674.31,404.586,3.99,524,"Amazon Digital Services,  Inc.",4563
474,White Teeth,Zadie Smith,Intermediate,3.75,82474,fiction,167.31,100.386,0.99,524,"Amazon Digital Services,  Inc.",4563
475,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",Intermediate,3.97,61422,fiction,2153.06,1291.836,12.74,525,Macmillan,4563
476,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,Intermediate,3.79,83607,nonfiction,1294.54,776.724,7.66,526,Simon and Schuster Digital Sales Inc,4563
477,The Power of Six,Pittacus Lore,Excellent,4.17,97938,fiction,1843.79,1106.274,10.91,526,Macmillan,4563
478,The Interestings,Meg Wolitzer,Intermediate,3.54,76566,fiction,1342.32,805.392,7.99,528,HarperCollins Publishers,4536
479,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,Famous,4.65,93001,fiction,166.32,0.0,0.99,530,"Amazon Digital Services,  Inc.",4536
480,People of the Book,Geraldine Brooks,Intermediate,4.0,95796,fiction,1291.92,775.152,7.69,531,Penguin Group (USA) LLC,4536
483,"So Long, and Thanks for All the Fish",Douglas Adams,Excellent,4.08,93774,fiction,1985.63,1191.378,11.89,535,HarperCollins Publishers,4509
484,Der Steppenwolf: ErzÃ¤hlung,"Hermann Hesse, Basil Creighton",Excellent,4.11,80769,fiction,833.33,499.998,4.99,535,"Amazon Digital Services,  Inc.",4509
485,The Surgeon,Tess Gerritsen,Excellent,4.1,89468,nonfiction,1835.33,1101.198,10.99,536,Random House LLC,4509
486,The Girl You Left Behind,Jojo Moyes,Intermediate,3.95,80991,fiction,1152.04,691.224,6.94,537,Random House LLC,4482
487,Royal Assassin,Robin Hobb,Excellent,4.21,82608,fiction,164.34,0.0,0.99,538,"Amazon Digital Services,  Inc.",4482
488,Childhood's End,Arthur C. Clarke,Excellent,4.09,87141,fiction,1226.74,0.0,7.39,539,"Amazon Digital Services,  Inc.",4482
489, The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering",Intermediate,4.0,113066,fiction,1153.35,692.01,6.99,541,Penguin Group (USA) LLC,4455
490,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",Excellent,4.03,83881,fiction,823.35,494.01,4.99,542,"Amazon Digital Services,  Inc.",4455
491,Heir of Fire,Sarah J. Maas,Famous,4.53,123843,fiction,163.35,98.01,0.99,543,Hachette Book Group,4455
493,The Sweetness at the Bottom of the Pie,Alan Bradley,Intermediate,3.81,99841,fiction,1757.25,1054.35,10.65,545,Penguin Group (USA) LLC,4455
494,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,Intermediate,3.92,82090,fiction,162.36,0.0,0.99,546,"Amazon Digital Services,  Inc.",4428
495,A Breath of Snow and Ashes,Diana Gabaldon,Famous,4.43,87098,nonfiction,1746.6,1047.96,10.65,547,Penguin Group (USA) LLC,4428
496,The Blood of Olympus,Rick Riordan,Famous,4.41,110719,fiction,162.36,97.416,0.99,549,"Amazon Digital Services,  Inc.",4428
497,Truly Madly Guilty,Liane Moriarty,Intermediate,3.55,90477,fiction,162.36,0.0,0.99,549,"Amazon Digital Services,  Inc.",4428
498,"Saga, Volume One","Brian K. Vaughan, Fiona Staples",Excellent,4.25,131906,fiction,162.36,97.416,0.99,550,"Amazon Digital Services,  Inc.",4428
499,The Art of Fielding,Chad Harbach,Intermediate,3.99,81712,fiction,324.37,194.622,1.99,551,"Amazon Digital Services,  Inc.",4401
500,A Moveable Feast,Ernest Hemingway,Excellent,4.04,69992,fiction,813.37,488.022,4.99,551,Penguin Group (USA) LLC,4401
