index,book_name,author,author_rating,book_average_rating,book_ratings_count,genre,gross_sales,publisher_revenue,sale_price,sales_rank,publisher,units_sold
893,"Die Trying (Jack Reacher, #2)",Lee Child,Intermediate,4.0,62128,fiction,334.88,200.928,2.99,1050,Macmillan,4400
894,Beautiful Chaos,"Kami Garcia, Margaret Stohl, Paz Pruneda",Intermediate,3.95,69709,fiction,222.88,133.728,1.99,1050,Hachette Book Group,4400
896,Heart-Shaped Box,Joe Hill,Intermediate,3.82,65005,fiction,331.89,0.0,2.99,1052,"Amazon Digital Services,  Inc.",4400
897,Cabin Fever,Jeff Kinney,Excellent,4.21,63347,nonfiction,1330.89,798.534,11.99,1053,Penguin Group (USA) LLC,4400
899,Everyone Worth Knowing,Lauren Weisberger,Novice,3.39,59932,fiction,109.89,0.0,0.99,1055,"Amazon Digital Services,  Inc.",4400
900,Redwall,Brian Jacques,Excellent,4.11,73918,fiction,331.89,0.0,2.99,1056,"Amazon Digital Services,  Inc.",4400
901,Manifest der Kommunistischen Partei,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",Intermediate,3.51,56464,fiction,331.89,0.0,2.99,1057,"Amazon Digital Services,  Inc.",4400
902,The Woman in Cabin 10,Ruth Ware,Intermediate,3.67,90541,nonfiction,109.89,65.934,0.99,1058,"Amazon Digital Services,  Inc.",4400
903,The Last of the Mohicans: A Narrative of 1757,James Fenimore Cooper,Intermediate,3.69,67632,fiction,109.89,0.0,0.99,1058,"Amazon Digital Services,  Inc.",4400
904,Sophie's Choice,William Styron,Excellent,4.18,66923,nonfiction,220.89,132.534,1.99,1059,"Amazon Digital Services,  Inc.",4400
905,Shopaholic and Sister,Sophie Kinsella,Intermediate,3.64,69007,fiction,331.89,0.0,2.99,1059,"Amazon Digital Services,  Inc.",4400
906,The Iron Daughter,Julie Kagawa,Excellent,4.13,93340,fiction,331.89,0.0,2.99,1060,"Amazon Digital Services,  Inc.",4400
907,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,Intermediate,3.92,57468,nonfiction,899.1,539.46,8.1,1061,"Amazon Digital Services,  Inc.",4400
908,The Age of Miracles,Karen Thompson Walker,Intermediate,3.64,61296,fiction,1314.24,788.544,11.84,1062,Random House LLC,4400
909,Have a Little Faith: A True Story,Mitch Albom,Excellent,4.16,60002,nonfiction,220.89,132.534,1.99,1066,Hachette Book Group,4400
910,My Life in France,"Julia Child, Alex Prud'Homme",Excellent,4.16,63100,fiction,1330.89,798.534,11.99,1066,Penguin Group (USA) LLC,4400
911,The Rosie Effect,Graeme Simsion,Intermediate,3.56,27308,fiction,1225.44,735.264,11.04,1068,Macmillan,4360
912,The Secret of the Nagas.,Amish Tripathi,Intermediate,3.98,50158,fiction,109.89,65.934,0.99,1069,"Amazon Digital Services,  Inc.",4360
914,Flipped,Wendelin Van Draanen,Intermediate,3.94,79264,nonfiction,109.89,0.0,0.99,1072,"Amazon Digital Services,  Inc.",4360
917,Relic,"Douglas Preston, Lincoln Child",Excellent,4.01,68011,fiction,858.03,514.818,7.73,1075,Hachette Book Group,4360
918,Notes from a Small Island,Bill Bryson,Intermediate,3.91,66947,fiction,442.89,0.0,3.99,1076,"Amazon Digital Services,  Inc.",4360
919,Small Favor,Jim Butcher,Famous,4.43,70029,nonfiction,1219.89,731.934,10.99,1077,Random House LLC,4360
920,The Walking Dead Compendium Volume 1,Robert Kirkman,Famous,4.43,57764,fiction,331.89,0.0,2.99,1078,"Amazon Digital Services,  Inc.",4360
921,Princess Academy,Shannon Hale,Excellent,4.01,82470,fiction,1414.14,848.484,12.74,1080,Simon and Schuster Digital Sales Inc,4360
922,"Everything, Everything","Nicola Yoon, David Yoon",Excellent,4.11,132552,fiction,331.89,0.0,2.99,1081,"Amazon Digital Services,  Inc.",4360
923,Pygmalion,George Bernard Shaw,Intermediate,3.9,70079,fiction,331.89,0.0,2.99,1082,"Amazon Digital Services,  Inc.",4360
924,Flight Behavior,Barbara Kingsolver,Intermediate,3.75,57078,fiction,109.89,65.934,0.99,1085,"Amazon Digital Services,  Inc.",4360
925,Grip of the Shadow Plague,Brandon Mull,Excellent,4.26,65638,fiction,548.9,0.0,4.99,1089,"Amazon Digital Services,  Inc.",4360
926,Bridget Jones: The Edge of Reason,Helen Fielding,Intermediate,3.53,73093,nonfiction,1098.9,659.34,9.99,1090,"Amazon Digital Services,  Inc.",4360
927,Captain Corelli's Mandolin,Louis de BerniÃ¨res,Intermediate,3.95,57583,fiction,108.9,65.34,0.99,1091,"Amazon Digital Services,  Inc.",4360
928,At First Sight,Nicholas Sparks,Intermediate,3.81,62219,fiction,108.9,65.34,0.99,1091,"Amazon Digital Services,  Inc.",4320
929,Down Under,Bill Bryson,Excellent,4.05,58688,fiction,438.9,0.0,3.99,1093,"Amazon Digital Services,  Inc.",4320
930,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,Excellent,4.32,56918,nonfiction,1230.9,738.54,11.19,1095,HarperCollins Publishers,4320
931,The Orphan Master's Son,Adam Johnson,Excellent,4.06,52765,fiction,108.9,65.34,0.99,1097,Macmillan,4320
932,Enchanters' End Game,David Eddings,Excellent,4.17,69134,fiction,438.9,0.0,3.99,1098,"Amazon Digital Services,  Inc.",4320
933,Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",Excellent,4.36,71353,nonfiction,108.9,0.0,0.99,1099,"Amazon Digital Services,  Inc.",4320
934,The Chosen,Chaim Potok,Excellent,4.03,70701,fiction,218.9,131.34,1.99,1099,"Amazon Digital Services,  Inc.",4320
935,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,"Irving Stone, ×©×ž×•××œ ×©× ×™×¦×¨",Excellent,4.09,61256,fiction,438.9,0.0,3.99,1100,"Amazon Digital Services,  Inc.",4320
936,El juego del Ã¡ngel,"Carlos Ruiz ZafÃ³n, Lucia Graves",Intermediate,3.86,46225,fiction,1351.9,811.14,12.29,1101,HarperCollins Publishers,4320
937,Where Rainbows End,Cecelia Ahern,Intermediate,3.95,55236,nonfiction,1208.9,725.34,10.99,1101,Random House LLC,4320
938,Amelia Bedelia,"Peggy Parish, Fritz Siebel",Excellent,4.15,72329,fiction,878.9,527.34,7.99,1102,Penguin Group (USA) LLC,4320
939,This Man,Jodi Ellen Malpas,Excellent,4.13,79461,fiction,108.9,65.34,0.99,1102,"Amazon Digital Services,  Inc.",4320
940,A Dog's Purpose ,W. Bruce Cameron,Excellent,4.35,65091,fiction,328.9,0.0,2.99,1105,"Amazon Digital Services,  Inc.",4320
941,An Ember in the Ashes,Sabaa Tahir,Excellent,4.32,45492,fiction,603.9,362.34,5.49,1106,HarperCollins Publishers,4320
942,"Lover Enshrined, part one",J.R. Ward,Excellent,4.12,87432,fiction,988.9,593.34,8.99,1106,Random House LLC,4320
943,The Golem and the Jinni,Helene Wecker,Excellent,4.1,59650,fiction,438.9,0.0,3.99,1107,"Amazon Digital Services,  Inc.",4320
944,Ø§Ù„Ø£Ø³ÙˆØ¯ ÙŠÙ„ÙŠÙ‚ Ø¨Ùƒ,"Ø£Ø­Ù„Ø§Ù… Ù…Ø³ØªØºØ§Ù†Ù…ÙŠ, Ahlam Mosteghanemi",Intermediate,3.72,42958,nonfiction,1200.1,720.06,10.91,1107,Simon and Schuster Digital Sales Inc,4320
945,The Slippery Slope,"Lemony Snicket, Brett Helquist",Intermediate,4.0,81362,fiction,988.9,593.34,8.99,1111,Penguin Group (USA) LLC,4320
946,Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",Intermediate,4.0,67433,fiction,988.9,593.34,8.99,1112,HarperCollins Publishers,4320
947,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",Esphyr Slobodkina,Excellent,4.12,72504,fiction,548.9,329.34,4.99,1118,"Amazon Digital Services,  Inc.",4280
948,Furies of Calderon ,Jim Butcher,Excellent,4.12,70269,fiction,108.9,0.0,0.99,1119,"Amazon Digital Services,  Inc.",4280
949,Alanna: The First Adventure,Tamora Pierce,Excellent,4.27,85699,fiction,1867.8,1120.68,16.98,1119,Penguin Group (USA) LLC,4280
950,Her Fearful Symmetry,Audrey Niffenegger,Novice,3.23,63737,nonfiction,416.9,250.14,3.79,1120,HarperCollins Publishers,4280
951,The Boston Girl,Anita Diamant,Intermediate,3.79,51603,fiction,548.9,0.0,4.99,1120,"Amazon Digital Services,  Inc.",4280
952,"Lover Enshrined, part two",J.R. Ward,Excellent,4.38,84650,children,493.9,296.34,4.49,1123,Macmillan,4280
953,The Fall of Hyperion,Dan Simmons,Excellent,4.18,63235,nonfiction,641.3,384.78,5.83,1124,Simon and Schuster Digital Sales Inc,4280
954,The Black Dahlia,James Ellroy,Intermediate,3.75,61412,fiction,1088.91,653.346,9.99,1127,Random House LLC,4280
955,"Through the Looking-Glass, and What Alice Found There","Lewis Carroll, John Tenniel, Peter Glassman",Excellent,4.06,63050,fiction,216.91,130.146,1.99,1128,Simon and Schuster Digital Sales Inc,4280
956,Wild Swans: Three Daughters of China,Jung Chang,Excellent,4.23,60193,nonfiction,434.91,260.946,3.99,1129,HarperCollins Christian Publishing,4280
957,"Go, Dog. Go!",P.D. Eastman,Excellent,4.08,66360,fiction,1160.85,696.51,10.65,1130,Penguin Group (USA) LLC,4280
959,Finders Keepers,Stephen King,Excellent,4.03,36541,fiction,107.91,0.0,0.99,1131,"Amazon Digital Services,  Inc.",4280
960,The Strain,"Guillermo del Toro, Chuck Hogan",Intermediate,3.77,58631,fiction,107.91,64.746,0.99,1132,"Amazon Digital Services,  Inc.",4280
961,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson",Excellent,4.21,60278,fiction,543.91,0.0,4.99,1132,"Amazon Digital Services,  Inc.",4280
962,Old Yeller,Fred Gipson,Excellent,4.06,69815,fiction,1502.02,901.212,13.78,1136,Macmillan,4280
963,Born Standing Up: A Comic's Life,Steve Martin,Intermediate,3.87,60869,nonfiction,107.91,64.746,0.99,1137,"Amazon Digital Services,  Inc.",4280
965,A Storm of Swords: Part 2 Blood and Gold,George R.R. Martin,Famous,4.56,54977,fiction,325.91,0.0,2.99,1140,"Amazon Digital Services,  Inc.",4280
967,Hearts in Atlantis,Stephen King,Intermediate,3.8,65063,fiction,216.91,130.146,1.99,1142,Macmillan,4240
969,ç¾Šã‚’ã‚ãã‚‹å†’é™º [HitsujiwomegurubÅken],"Haruki Murakami, Alfred Birnbaum",Intermediate,3.94,55262,nonfiction,960.29,576.174,8.81,1147,Simon and Schuster Digital Sales Inc,4240
970,The Queen's Fool,Philippa Gregory,Intermediate,3.83,69504,fiction,598.41,359.046,5.49,1148,Simon and Schuster Digital Sales Inc,4240
971,Days of Blood & Starlight,Laini Taylor,Excellent,4.21,85746,fiction,325.91,195.546,2.99,1148,"Amazon Digital Services,  Inc.",4240
972,Jitterbug Perfume,Tom Robbins,Excellent,4.24,48277,fiction,325.91,0.0,2.99,1148,"Amazon Digital Services,  Inc.",4240
973,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,Excellent,4.32,60959,fiction,325.91,195.546,2.99,1149,"Amazon Digital Services,  Inc.",4240
974,The Darkest Minds,Alexandra Bracken,Excellent,4.26,83886,fiction,620.21,372.126,5.69,1150,Hachette Book Group,4240
975,O Zahir,"Paulo Coelho, Margaret Jull Costa",Intermediate,3.56,50921,fiction,434.91,0.0,3.99,1151,"Amazon Digital Services,  Inc.",4240
976,The Power of Positive Thinking,Norman Vincent Peale,Excellent,4.08,52704,fiction,325.91,0.0,2.99,1152,"Amazon Digital Services,  Inc.",4240
977,"In a Dark, Dark Wood ",Ruth Ware,Intermediate,3.65,67344,fiction,107.91,0.0,0.99,1153,"Amazon Digital Services,  Inc.",4240
978,The House of Mirth,"Edith Wharton, Nina Bawden",Intermediate,3.94,60611,fiction,325.91,0.0,2.99,1154,"Amazon Digital Services,  Inc.",4240
979,Fairy Tail 1,"Hiro Mashima, William Flanagan",Famous,4.4,65477,fiction,434.91,0.0,3.99,1155,"Amazon Digital Services,  Inc.",4240
980,The Slow Regard of Silent Things,"Patrick Rothfuss, Nate  Taylor",Intermediate,3.92,57716,fiction,434.91,0.0,3.99,1156,"Amazon Digital Services,  Inc.",4240
981,Twelve Years a Slave,Solomon Northup,Excellent,4.15,39758,fiction,543.91,326.346,4.99,1156,Random House LLC,4240
982,"Lover Avenged, part one",J.R. Ward,Famous,4.41,82824,fiction,543.91,0.0,4.99,1160,"Amazon Digital Services,  Inc.",109
983,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,Excellent,4.16,57259,fiction,107.91,0.0,0.99,1160,"Amazon Digital Services,  Inc.",109
984,Infidel,Ayaan Hirsi Ali,Excellent,4.2,58432,fiction,107.91,0.0,0.99,1161,"Amazon Digital Services,  Inc.",109
985,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,Intermediate,3.88,53586,fiction,761.91,0.0,6.99,1161,"Amazon Digital Services,  Inc.",109
986,The Twelve,Justin Cronin,Intermediate,3.98,56756,fiction,538.92,0.0,4.99,1164,"Amazon Digital Services,  Inc.",108
987,ÐžÐ´Ð¸Ð½ Ð´ÐµÐ½ÑŒ Ð˜Ð²Ð°Ð½Ð° Ð”ÐµÐ½Ð¸ÑÐ¾Ð²Ð¸Ñ‡Ð°,"Aleksandr Solzhenitsyn, H.T. Willetts",Intermediate,3.94,61678,fiction,646.92,388.152,5.99,1166,Hachette Book Group,108
988,The Diamond Age,Neal Stephenson,Excellent,4.19,61836,fiction,970.92,582.552,8.99,1167,Macmillan,108
989,A Canticle for Leibowitz,Walter M. Miller Jr.,Intermediate,3.97,66721,fiction,106.92,0.0,0.99,1167,"Amazon Digital Services,  Inc.",108
990,á¼ˆÎ½Ï„Î¹Î³ÏŒÎ½Î·,"Sophocles, J.E. Thomas",Intermediate,3.6,67608,fiction,106.92,64.152,0.99,1167,"Amazon Digital Services,  Inc.",108
991,Brooklyn,Colm TÃ³ibÃ­n,Intermediate,3.63,55459,fiction,1659.96,995.976,15.37,1168,"Amazon Digital Services,  Inc.",108
992,Wither,Lauren DeStefano,Intermediate,3.81,84776,fiction,412.56,0.0,3.82,1169,"Amazon Digital Services,  Inc.",108
993,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,J.D. Vance,Intermediate,3.99,80737,fiction,430.92,0.0,3.99,1169,"Amazon Digital Services,  Inc.",108
994,Crossroads of Twilight,Robert Jordan,Intermediate,3.82,61361,fiction,430.92,0.0,3.99,1170,"Amazon Digital Services,  Inc.",108
995,The Red Badge of Courage,Stephen Crane,Novice,3.21,68448,fiction,1186.92,712.152,10.99,1173,Penguin Group (USA) LLC,108
996,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,Excellent,4.17,60236,fiction,1150.2,690.12,10.65,1174,Penguin Group (USA) LLC,108
997,Gardens of the Moon,Steven Erikson,Intermediate,3.85,57993,fiction,430.92,0.0,3.99,1175,"Amazon Digital Services,  Inc.",108
998,A Bruxa de Portobello,Paulo Coelho,Intermediate,3.51,51461,fiction,1327.32,796.392,12.29,1179,HarperCollins Publishers,108
999,A Swiftly Tilting Planet,Madeleine L'Engle,Excellent,4.13,75851,fiction,322.92,0.0,2.99,1182,"Amazon Digital Services,  Inc.",108
1000,Gregor the Overlander,Suzanne Collins,Intermediate,3.99,66823,fiction,322.92,0.0,2.99,1183,"Amazon Digital Services,  Inc.",108
1001,Sing You Home,Jodi Picoult,Intermediate,3.76,62494,fiction,516.24,309.744,4.78,1184,"Amazon Digital Services,  Inc.",108
1002,The Tale of the Body Thief,Anne Rice,Intermediate,3.7,67267,fiction,214.92,128.952,1.99,1186,HarperCollins Publishers,108
1003,The Camel Club,David Baldacci,Excellent,4.02,58973,nonfiction,139.32,83.592,1.29,1187,"Amazon Digital Services,  Inc.",108
1004,Saving The World and Other Extreme Sports,James Patterson,Excellent,4.16,75436,fiction,748.44,449.064,6.93,1190,Hachette Book Group,108
1005,Blood of the Fold,Terry Goodkind,Intermediate,3.98,60624,fiction,106.92,64.152,0.99,1192,"Amazon Digital Services,  Inc.",108
1006,The Boleyn Inheritance,Philippa Gregory,Intermediate,3.84,62135,fiction,646.92,388.152,5.99,1193,Hachette Book Group,108
1007,A Spool of Blue Thread,Anne Tyler,Novice,3.4,42339,fiction,1186.92,712.152,10.99,1194,Penguin Group (USA) LLC,108
1008,The Underground Railroad,Colson Whitehead,Excellent,4.04,72052,fiction,538.92,0.0,4.99,1195,"Amazon Digital Services,  Inc.",108
1009,Masquerade,Melissa de la Cruz,Intermediate,3.91,76598,fiction,106.92,64.152,0.99,1196,"Amazon Digital Services,  Inc.",108
1010,The Iron Queen,Julie Kagawa,Excellent,4.24,82373,nonfiction,430.92,0.0,3.99,1196,"Amazon Digital Services,  Inc.",108
1011,Losing It,Cora Carmack,Intermediate,3.77,84438,fiction,538.92,323.352,4.99,1197,HarperCollins Publishers,108
1013,Disgrace,J.M. Coetzee,Intermediate,3.83,50422,fiction,1078.92,647.352,9.99,1198,Random House LLC,108
1014,The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",Excellent,4.36,69102,fiction,214.92,0.0,1.99,1199,"Amazon Digital Services,  Inc.",108
1015,The Black Prism,Brent Weeks,Excellent,4.24,58906,fiction,430.92,0.0,3.99,1199,"Amazon Digital Services,  Inc.",108
1016,The Mermaid Chair,Sue Monk Kidd,Novice,3.1,62760,fiction,322.92,0.0,2.99,1199,"Amazon Digital Services,  Inc.",108
1017,Frog and Toad Are Friends,Arnold Lobel,Excellent,4.18,70119,nonfiction,322.92,193.752,2.99,1200,HarperCollins Publishers,108
1018,The Carnivorous Carnival,"Lemony Snicket, Brett Helquist",Intermediate,3.97,83981,fiction,105.93,0.0,0.99,1201,"Amazon Digital Services,  Inc.",107
1019,Heist Society,Ally Carter,Intermediate,3.91,75834,fiction,854.93,512.958,7.99,1201,Random House LLC,107
1020,Behind Closed Doors,B.A. Paris,Intermediate,3.93,57865,fiction,919.13,551.478,8.59,1201,Penguin Group (USA) LLC,107
1021,The Killer Angels,Michael Shaara,Excellent,4.3,58372,nonfiction,105.93,63.558,0.99,1203,"Amazon Digital Services,  Inc.",107
1022,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,Excellent,4.16,73883,fiction,426.93,256.158,3.99,1206,Penguin Group (USA) LLC,107
1023,Ptolemy's Gate,Jonathan Stroud,Excellent,4.24,63838,fiction,1272.23,763.338,11.89,1207,HarperCollins Publishers,107
1024,The Island of Dr. Moreau,H.G. Wells,Intermediate,3.72,60346,fiction,640.93,0.0,5.99,1212,"Amazon Digital Services,  Inc.",107
1027,Out of My Mind,Sharon M. Draper,Excellent,4.37,63756,nonfiction,319.93,0.0,2.99,1215,"Amazon Digital Services,  Inc.",107
1028,Rapture,Lauren Kate,Excellent,4.03,79360,nonfiction,1282.93,769.758,11.99,1216,Random House LLC,107
1029,Switched,Amanda Hocking,Intermediate,3.89,45319,fiction,640.93,384.558,5.99,1217,Macmillan,107
1030,Ð”Ð¾ÐºÑ‚Ð¾Ñ€ Ð–Ð¸Ð²Ð°Ð³Ð¾,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",Excellent,4.03,59973,fiction,854.93,512.958,7.99,1217,HarperCollins Publishers,107
1034,Death Comes to Pemberley,P.D. James,Novice,3.21,65906,fiction,426.93,256.158,3.99,1220,"Amazon Digital Services,  Inc.",107
1035,Ethan Frome,Edith Wharton,Novice,3.35,72421,nonfiction,405.53,243.318,3.79,1222,HarperCollins Publishers,107
1036,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",Intermediate,3.78,61347,fiction,324.21,194.526,3.03,1223,"Amazon Digital Services,  Inc.",107
1037,It Ends with Us,Colleen Hoover,Famous,4.44,80433,fiction,747.93,448.758,6.99,1223,Penguin Group (USA) LLC,107
1038,The Gift of the Magi,"O. Henry, Lisbeth Zwerger",Excellent,4.07,66537,nonfiction,951.23,570.738,8.89,1224,Simon and Schuster Digital Sales Inc,107
1039,The Electric Kool-Aid Acid Test,Tom Wolfe,Intermediate,3.92,54848,fiction,319.93,0.0,2.99,1225,"Amazon Digital Services,  Inc.",107
1040,The Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",Novice,3.46,55473,fiction,529.65,317.79,4.95,1226,"Amazon Digital Services,  Inc.",107
1041,The Sandman: Dream Country,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",Excellent,4.28,67753,fiction,426.93,0.0,3.99,1230,"Amazon Digital Services,  Inc.",107
1042,A Painted House,John Grisham,Intermediate,3.67,59974,nonfiction,105.93,0.0,0.99,1232,"Amazon Digital Services,  Inc.",107
1043,The Left Hand of Darkness,"Ursula K. Le Guin, Lech JÄ™czmyk",Excellent,4.05,61888,fiction,822.83,493.698,7.69,1233,Random House LLC,107
1044,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",Intermediate,3.84,57632,fiction,1149.18,689.508,10.74,1235,Penguin Group (USA) LLC,107
1045,"Full Dark, No Stars",Stephen King,Excellent,4.03,60672,fiction,640.93,384.558,5.99,1236,Random House LLC,107
1046,Being Mortal: Medicine and What Matters in the End,Atul Gawande,Famous,4.4,56510,fiction,319.93,0.0,2.99,1237,"Amazon Digital Services,  Inc.",107
1047,Intensity,Dean Koontz,Excellent,4.04,58062,fiction,104.94,0.0,0.99,1238,"Amazon Digital Services,  Inc.",106
1048,Chelsea Chelsea Bang Bang,Chelsea Handler,Intermediate,3.81,55355,children,477.0,286.2,4.5,1241,"Amazon Digital Services,  Inc.",106
1049,Et dukkehjem,"Henrik Ibsen, Michael   Meyer",Intermediate,3.69,69450,fiction,1588.94,953.364,14.99,1243,Hachette Book Group,106
1050,Hawaii,James A. Michener,Excellent,4.18,59963,fiction,212.0,0.0,2.0,1243,"Amazon Digital Services,  Inc.",106
1051,Revolutionary Road,Richard Yates,Intermediate,3.89,56550,fiction,735.64,441.384,6.94,1244,Penguin Group (USA) LLC,106
1052,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",Intermediate,3.73,60372,fiction,846.94,508.164,7.99,1247,Random House LLC,106
1053,Rosencrantz and Guildenstern are Dead,"Tom Stoppard, Henry Popkin",Excellent,4.06,67077,nonfiction,1334.54,800.724,12.59,1248,Random House LLC,106
1054,Forever,Maggie Stiefvater,Intermediate,3.91,85034,fiction,827.86,496.716,7.81,1249,Penguin Group (USA) LLC,106
1055,The Beach,Alex Garland,Intermediate,3.91,52333,fiction,589.36,353.616,5.56,1251,Hachette Book Group,106
1056,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",Intermediate,3.92,54341,fiction,316.94,0.0,2.99,1253,"Amazon Digital Services,  Inc.",106
1057,Deadlocked,Charlaine Harris,Intermediate,3.65,65932,nonfiction,1058.94,635.364,9.99,1255,"Amazon Digital Services,  Inc.",106
1058,Everything's Eventual: 14 Dark Tales,Stephen King,Intermediate,3.94,60932,fiction,316.94,190.164,2.99,1255,"Amazon Digital Services,  Inc.",106
1061,Airframe,Michael Crichton,Intermediate,3.66,59229,fiction,104.94,0.0,0.99,1263,"Amazon Digital Services,  Inc.",106
1062,Magician,Raymond E. Feist,Excellent,4.17,62432,fiction,815.14,489.084,7.69,1265,Random House LLC,106
1063,Bet Me,Jennifer Crusie,Intermediate,3.95,70737,fiction,846.94,508.164,7.99,1266,Random House LLC,106
1064,Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela,Excellent,4.31,43927,fiction,316.94,0.0,2.99,1266,"Amazon Digital Services,  Inc.",106
1065,Gray Mountain,John Grisham,Intermediate,3.52,37379,nonfiction,104.94,62.964,0.99,1268,"Amazon Digital Services,  Inc.",106
1066,The Power of One,Bryce Courtenay,Excellent,4.34,57312,fiction,846.94,508.164,7.99,1270,Random House LLC,106
1067,The Maltese Falcon,Dashiell Hammett,Intermediate,3.92,58742,fiction,846.94,508.164,7.99,1271,Hachette Book Group,106
1068,Night Road,Kristin Hannah,Excellent,4.17,58028,fiction,104.94,62.964,0.99,1272,"Amazon Digital Services,  Inc.",106
1069,Tripwire,Lee Child,Excellent,4.07,55251,fiction,316.94,0.0,2.99,1273,"Amazon Digital Services,  Inc.",106
